,content,page_number,real_page_num,section_level_1,section_level_2,section_level_3
9710,"Furthermore, it seems unnecessary to require noun phrases to apply to properties (denoted by expressions of type",320,302,10 Intensional Semantics,,
9711,"<s,<e,t») rather than sets.",320,302,10 Intensional Semantics,,
9712,If the translations of noun phrases were intensional in their argument position we would expect there to be noun phrases that do not allow substitution of extensional equivalents in this position.,320,302,10 Intensional Semantics,,
9713,"It seems likely, however, that there are no noun phrases of this sort and that wherever a noun phrase applies to a one-place predicate, truth is preserved if an extensionally equivalent predicate is substituted.",320,302,10 Intensional Semantics,,
9714,"For example, it seems intuitively correct to say that if Every student sings well is true and that all those things that sing well are also those things that are happy then Every student is happy is also true.",320,302,10 Intensional Semantics,,
9715,"Hence, we can maintain the assumption made in Chapter 6 that NPs denote extensional generalised quantifiers and so keep the same type in L^ as they have in LQ.",320,302,10 Intensional Semantics,,
9716,"Keeping the type of noun phrases as «e,t>,t> means that the type of intensional transitive verbs must be « s , « e , t > , t » , < e , t » , denoting relations between the intensions of sets of sets of entities and sets of entities.",320,302,10 Intensional Semantics,,
9717,A verb like seek thus translates into the constant seek\ denoting a function from noun phrase intensions to sets of entities.,320,302,10 Intensional Semantics,,
9718,"The translation of the syntactic rule generating VPs containing transitive verbs and their objects must thus combine the verb translation with the intension of the object NP, not its extension.",320,302,10 Intensional Semantics,,
9719,A VP containing a transitive verb and its object is translated as V'(ANP') and the sentence in (32.a) is translated into the LIL expression in (32.b) which is equivalent to (32.c) after lambda conversion.,320,302,10 Intensional Semantics,,
9720,(32) a.,320,302,10 Intensional Semantics,,
9721,b.,320,302,10 Intensional Semantics,,
9722,c.,320,302,10 Intensional Semantics,,
9723,Bertie sought a unicorn.,320,302,10 Intensional Semantics,,
9724,Past (kQ [Q(bertie')](seek'(A^P px [unicorn'(x) & P(x)]]))).,320,302,10 Intensional Semantics,,
9725,Past ((seek'(A^P [3x [unicorn'(x) & P(x)]]))(bertie')).,320,302,10 Intensional Semantics,,
9726,"Unlike ordinary transitive verbs, verbs like seek are not further semantically decomposed and so no further reduction of (32.c) can take place.",320,302,10 Intensional Semantics,,
9727,"Informally, (32.c) asserts of Bertie that he is seeking, not a specific unicorn, but the concept or idea of a unicorn.",320,302,10 Intensional Semantics,,
9728,"Hence, he need be seeking no specific unicorn and no unicorns need exist for him to be seeking them.",320,302,10 Intensional Semantics,,
9729,"Formally, (32.c) is true just in case at some time preceding the time of utterance in the actual world, the entity denoted by bertie' stood in a relation of seeking to the intension of a unicorn.",320,302,10 Intensional Semantics,,
9730,"The latter is a function that picks out the set of sets at each index that include some unicorn, i.e. one that picks out the existential sublimations of unicorn' at each index.",320,302,10 Intensional Semantics,,
9731,"Hence, [seek '(AXP [3x [unicorn '(x)",320,302,10 Intensional Semantics,,
9732,"& PMJlXbertie')]""1*'™*. is true if, and only if, the function [seeky]M^ni maps the intension of the existential sublimation of unicorn\ i.e. z[XP [3x [unicorn'(x) &",320,302,10 Intensional Semantics,,
9733,"P(x)]]]M>* onto a set that contains [bertie']M*wni at <w,,,i>.",320,302,10 Intensional Semantics,,
9734,Because s[XP [3x,320,302,10 Intensional Semantics,,
9735,"[unicorn'(x) & P(x)]]]M& is that function that picks out the existential sublimations of [unicorn '] M * wn j at each index and not its particular existential sublimation at <w,,,i>, it follows that no specific entity need be being sought by Bertie at <wmi>.",320,302,10 Intensional Semantics,,
9736,Interpreting opaque contexts,321,303,10 Intensional Semantics,,
9737,"Furthermore, since the intension of an existential sublimation may include indices like the actual world at the present time where there are no unicorns, i.e. where [XP [3x",321,303,10 Intensional Semantics,,
9738,"[unicorn'(x) & P(x)]]]M^wni is null, no unicorns need exist at the reference index for the expression in (32.c) to be true.",321,303,10 Intensional Semantics,,
9739,"Hence, this analysis properly accounts for the invalidity of the entailment between (28.a) and (28.b) in its non-specific reading.",321,303,10 Intensional Semantics,,
9740,"Because the object position of seekis an intensional one, Leibniz' Law is not valid and so we cannot infer from the truth of Bertie sought a unicorn that Bertie sought a gryphon is also true.",321,303,10 Intensional Semantics,,
9741,This analysis of verbs which have an opaque direct object position thus captures the semantic properties of non-specific readings.,321,303,10 Intensional Semantics,,
9742,"As we have seen, however, sentences like Bertie sought a unicorn and Jo imagined the Ladies' Scottish Golf Champion are ambiguous between the non-specific reading analysed above, and a reading where",321,303,10 Intensional Semantics,,
9743,Bertie is seeking a specific unicorn and Jo is imagining a specific person who is the,321,303,10 Intensional Semantics,,
9744,Ladies' Scottish Golf Champion.,321,303,10 Intensional Semantics,,
9745,"In these latter cases, one can infer the existence of an entity with the property specified by the object noun phrase and also that substitution of extensional equivalents is valid.",321,303,10 Intensional Semantics,,
9746,"Since these are semantic properties associated with transparent transitive constructions (ensured by giving any quantifier in the object noun phrase wide scope over the verb), the simplest way to analyse specific readings of intensional verbs is to analyse them in the same way as transparent verbs.",321,303,10 Intensional Semantics,,
9747,Scope ambiguities between quantifiers in subject and object noun phrases and between the logical quantifiers and the tense operators were discussed in,321,303,10 Intensional Semantics,,
9748,Chapters 6 and 8.,321,303,10 Intensional Semantics,,
9749,Such ambiguities seem to be a general property of the semantics of natural language expressions: wherever sentences and the formulae into which they translate contain more than one operator the sentence has different readings according to the different scopes that the operators can have.,321,303,10 Intensional Semantics,,
9750,If this is a general property of natural languages then we would expect ambiguity between the scopes of the intension operator A and quantifiers contained in noun phrases to parallel scope variations of the sort already seen.,321,303,10 Intensional Semantics,,
9751,"Since we have already identified an ambiguity in sentences containing opaque transitive verbs, it seems natural to treat them as deriving from differences in the scope of operators.",321,303,10 Intensional Semantics,,
9752,"As discussed in Chapters 6 and 8, wide scope quantification can be derived in the semantics through the rule of quantifying in.",321,303,10 Intensional Semantics,,
9753,"In order to derive the specific reading of the sentence Bertie sought a unicorn using this rule, wefirstcombine the predicate seek* with an expression containing a free variable of type e of the right type to combine with an intensional transitive verb.",321,303,10 Intensional Semantics,,
9754,"This expression is the intension of the individual sublimation of a free variable of type e, i.e. AXQ [Q(z)].",321,303,10 Intensional Semantics,,
9755,"The resulting expression, seekf(AXQ [Q(z)])> is then combined with the subject translation XP",321,303,10 Intensional Semantics,,
9756,"[P(bertie')] to yield XP [P(bertie ')](seek f(AXQ [Q(z)]))- Finally, the lambda operator is used to abstract on the free individual variable z and the resulting expression is combined with the translation of a unicorn to give a formula with no free variables, i.e. ^P, [3y [unicorn'(y) & Pi(y)]](Xz [X?",321,303,10 Intensional Semantics,,
9757,[P(bertie')](seek'(A^Q [Q(z)]))]).,321,303,10 Intensional Semantics,,
9758,"This derivation is shown in (33) in the form of a semantic analysis tree, each line of which shows a functor to the left combining with an argument expression to its right.",321,303,10 Intensional Semantics,,
9759,The types of the expressions being combined are written underneath to show that the combinations are valid according to the rule of functional application and the rule of quantifying in.,321,303,10 Intensional Semantics,,
9760,(Tense is ignored for the sake of simplicity.),321,303,10 Intensional Semantics,,
9761,10 Intensional semantics,322,304,10 Intensional Semantics,,
9762,XP [By [unicorn'(y) & P (y) ]](Xz [XP [P(bertie')](seek'(^Q [Q(z)]))]),322,304,10 Intensional Semantics,,
9763,XP [3y [unicorn'(y) & P (y) ]],322,304,10 Intensional Semantics,,
9764,XP [P(bertie')](seek'(A^Q,322,304,10 Intensional Semantics,,
9765,XP [P(bertie')] seek',322,304,10 Intensional Semantics,,
9766,"The expression derived in (33) is equivalent to the formula in (34.a), as can be shown by applying lambda conversion to it.",322,304,10 Intensional Semantics,,
9767,From the truth of this formula the truth of those in (34.b) and (34.c) can also be inferred by conjunction elimination.,322,304,10 Intensional Semantics,,
9768,(34) a.,322,304,10 Intensional Semantics,,
9769,b.,322,304,10 Intensional Semantics,,
9770,c.,322,304,10 Intensional Semantics,,
9771,3y [unicorn'(y) & Xz [(seek'(AXQ [Q(z)]))(bertie')](y)].,322,304,10 Intensional Semantics,,
9772,3y [unicorn'(x)].,322,304,10 Intensional Semantics,,
9773,3y [Xz [(seek'(AXQ [Q(z)]))(bertie')](y)],322,304,10 Intensional Semantics,,
9774,"Because the existential quantifier is outside the scope of A in (34.a), Leibniz' Law applies and so any extensionally equivalent expression may be substituted for unicorn' and maintain the truth value of the original formula.",322,304,10 Intensional Semantics,,
9775,"If this formula is true and all unicorns are one-horned horses, then we can infer from the specific reading of Bertie sought a unicorn that Bertie sought a one-horned horse is also true.",322,304,10 Intensional Semantics,,
9776,"The reason for this is that in the interpretation of (34.a) the extension of unicorn' is assessed at the reference index, i.e. at the world and time of utterance.",322,304,10 Intensional Semantics,,
9777,"Hence, any expression extensionally equivalent to unicorn' at the relevant index may be substituted salva veritate.",322,304,10 Intensional Semantics,,
9778,"The interpretation of (34.a) may, however, seem a bit strange: what is it to be seeking the concept of the individual sublimation of a variable?",322,304,10 Intensional Semantics,,
9779,"Because there is one and only one individual sublimation for any individual at an index, being in a relation with an individual sublimation is tantamount to being in a relation with the individual that it is a sublimation of, as we saw in Chapter 6.",322,304,10 Intensional Semantics,,
9780,"Furthermore, the concepts of individual sublimations are also unique to that individual.",322,304,10 Intensional Semantics,,
9781,"The modal formula in (35) is thus valid in Ln, and it follows that predicating something of the concept of an individual sublimation is equivalent to predicating something of the individual itself.",322,304,10 Intensional Semantics,,
9782,"Thus, to be seeking the concept of an individual sublimation where that individual is a unicorn is to be seeking an actual individual with that property.",322,304,10 Intensional Semantics,,
9783,"Indeed, Montague provides a general formula to relate relations between entities and concepts of individual sublimations and the corresponding relations between entities.",322,304,10 Intensional Semantics,,
9784,This is,322,304,10 Intensional Semantics,,
9785,"Interpreting opaque contexts defined in (36.a) which relates an expression 8 of type « s , « e , t > , t » , < e , t » to a corresponding expression & of type <e,<e,t».",323,305,10 Intensional Semantics,,
9786,How this applies to the example in (33) is shown in (36.b) to (36.f).,323,305,10 Intensional Semantics,,
9787,This takes the formula in (33) after the translation of,323,305,10 Intensional Semantics,,
