,content,page_number,real_page_num,section_level_1,section_level_2,section_level_3,clean_content
9775,"In (55.c), because ethel' is outside the scope of the intension operator, any extensionally equivalent expression may be substituted for it salva veritate.",332,314,10 Intensional Semantics,No info,No info,ethel scope intension operator equivalent expression salva veritate
9776,"From (55.c) and the premiss in (56.a), therefore, we can construct",332,314,10 Intensional Semantics,No info,No info,premiss construct
9777,"(56.b), the de re interpretation of Jo believes the Ladies' Scottish Golf Champion is not wealthy.",332,314,10 Intensional Semantics,No info,No info,interpretation belief lady scottish golf champion wealthy
9778,From this and the de dicto reading of Jo believes that the Ladies' Scottish,332,314,10 Intensional Semantics,No info,No info,dicto reading belief lady scottish
9779,"Golf Champion is wealthy in (55.a), we get (56.c), the desired reading of Jo believes that the Ladies' Scottish Golf Champion is wealthy and that the Ladies' Scottish Golf",332,314,10 Intensional Semantics,No info,No info,golf champion wealthy reading belief lady scottish golf champion wealthy lady scottish golf
9780,"Champion is not wealthy, which does not ascribe to Jo a contradictory belief about the",332,314,10 Intensional Semantics,No info,No info,champion wealthy contradictory belief
9781,Ladies' Scottish Golf Champion.,332,314,10 Intensional Semantics,No info,No info,lady scottish golf champion
9782,(56) a.,332,314,10 Intensional Semantics,No info,No info,
9783,b.,332,314,10 Intensional Semantics,No info,No info,
9784,c.,332,314,10 Intensional Semantics,No info,No info,
9785,ether = sgc\,332,314,10 Intensional Semantics,No info,No info,ether
9786,Xx [believe'(A[~wealthy'(x)])(jo')](sgc').,332,314,10 Intensional Semantics,No info,No info,sgc
9787,Xx [believe'(A[wealthy'(sgc') & -wealthy'(x)])(jo')](sgc').,332,314,10 Intensional Semantics,No info,No info,wealthy sgc sgc
9788,Individual constants with the semantic properties of sgc' are rare (and debatable) and phrases like the Ladies' Scottish Golf Champion and the President of the USSR ought more properly to be treated as definite noun phrases as in Chapter 6.,332,314,10 Intensional Semantics,No info,No info,individual constant semantic property sgc rare debatable phrase lady scottish golf champion president ussr definite noun phrase
9789,"However, the properties of belief contexts ensured by the analysis discussed above carry over to sentences containing verbs ofpropositional attitude and quantified noun phrases: i.e. that substitution fails in de dicto readings and that belief sentences are",332,314,10 Intensional Semantics,No info,No info,property belief context analysis sentence verb ofpropositional attitude noun phrase substitution dicto reading belief sentence
9790,Two problems ambiguous between de re andde dicto readings.,333,315,10 Intensional Semantics,No info,No info,problem ambiguous andde dicto reading
9791,"To illustrate this, let us work through both readings of the sentence in (57).",333,315,10 Intensional Semantics,No info,No info,illustrate work sentence
9792,"Since no concepts are introduced here that have not already been met, it will suffice to go over the main points of the analysis and leave readers to work out the details for themselves.",333,315,10 Intensional Semantics,No info,No info,concept suffice main point analysis reader work detail
9793,Fiona believes that a golf champion will be wealthy.,333,315,10 Intensional Semantics,No info,No info,fiona belief golf champion wealthy
9794,The derivation of the de dicto reading of (57) is straightforwardly derived without the application of the rule of quantifying in to get the translation in (58.a).,333,315,10 Intensional Semantics,No info,No info,derivation dicto reading application rule translation
9795,"The interpretation of this formula ascribes to Fiona a belief that a golf champion, whoever they may be, will in the future be wealthy.",333,315,10 Intensional Semantics,No info,No info,interpretation formula fiona belief golf champion wealthy
9796,"Because the existential quantifier is within the scope of the intension operator, no specific golf champion need be believed by",333,315,10 Intensional Semantics,No info,No info,existential quantifier scope intension operator specific golf champion need
9797,"Fiona to be going to be wealthy, nor need there be at the time of utterance any golf champions at all for the formula to be true.",333,315,10 Intensional Semantics,No info,No info,fiona wealthy time utterance golf champion formula true
9798,"Furthermore, because the translation of the subordinate subject is within the scope of A no substitution of extensional equivalents may take place.",333,315,10 Intensional Semantics,No info,No info,translation subordinate subject scope substitution extensional equivalent place
9799,The de re reading of (57) shown in (58.b) is derived from the application of the rule of quantifying in.,333,315,10 Intensional Semantics,No info,No info,application rule
9800,Its interpretation states that there is some golf champion at the present time (and the actual world) of whom Fiona believes she will be wealthy.,333,315,10 Intensional Semantics,No info,No info,interpretation state golf champion present time actual world fiona belief wealthy
9801,"Hence, there must be a specific person who is a golf champion and of whom Fiona holds her belief.",333,315,10 Intensional Semantics,No info,No info,specific person golf champion fiona hold belief
9802,"Furthermore, if all golf champions are currently secretaries then it follows from the truth of (58.b) that Fiona believes of a secretary that she will be wealthy.",333,315,10 Intensional Semantics,No info,No info,furthermore golf champion secretary truth fiona belief secretary wealthy
9803,"Hence, again, the analysis presented above enables one to distinguish de re from de dicto beliefs and to account for the failure of substitution within such contexts.",333,315,10 Intensional Semantics,No info,No info,analysis distinguish dicto belief account failure substitution context
9804,(58) a.,333,315,10 Intensional Semantics,No info,No info,
9805,b.,333,315,10 Intensional Semantics,No info,No info,
9806,{de dicto),333,315,10 Intensional Semantics,No info,No info,dicto
9807,Pres(believe'(A[Fut(3x [golf-champion' (x) & Pres(wealthy'(x))])])(fiona')).,333,315,10 Intensional Semantics,No info,No info,pres fut pres wealthy fiona
9808,(de re),333,315,10 Intensional Semantics,No info,No info,
9809,3x [golf-champion'(x) & Pres (believe'(A[Fut(wealthy'(x))])(fiona'))].,333,315,10 Intensional Semantics,No info,No info,pres fut wealthy fiona
9810,Exercise 10.6:,333,315,10 Intensional Semantics,No info,No info,exercise
9811,Work out the semantic derivation of the formula in (58.b) using the rule of quantifying in.,333,315,10 Intensional Semantics,No info,No info,semantic derivation formula rule
9812,Interpreting the denotation of the predicate golf-champion' as the function in (30.b) with the entities replaced by unit sets of those entities (so that e.g.,333,315,10 Intensional Semantics,No info,No info,denotation predicate function entity unit entity
9813,"[golf-champion']M1° s wiruJ is {WOMANj}), show that the complement propositions in",333,315,10 Intensional Semantics,No info,No info,wiruj womanj show complement proposition
9814,(58.a) and (58.b) do denote different propositions with respect to M10 and the index,333,315,10 Intensional Semantics,No info,No info,denote different proposition respect
9815,"<Wi,[t2]>.",333,315,10 Intensional Semantics,No info,No info,
9816,Be careful to take full account of the tense operators in these formulae.,333,315,10 Intensional Semantics,No info,No info,careful full account tense operator formula
9817,Two problems,333,315,10 Intensional Semantics,No info,No info,problem
9818,The adoption of a co-ordinate semantics can thus solve the puzzles posed by the failure of expected entailments in certain contexts.,333,315,10 Intensional Semantics,No info,No info,adoption semantics puzzle failure entailment certain context
9819,"By treating intensionality as an operator over formulae, we can also, as discussed above, account for ambiguities in intensional contexts in terms of scope differences between different sorts of operator",333,315,10 Intensional Semantics,No info,No info,intensionality operator formula account ambiguity intensional context term scope difference different sort operator
9820,(e.g. quantifiers and tense operators).,333,315,10 Intensional Semantics,No info,No info,quantifier tense operator
9821,"There are, however, two major problems that",333,315,10 Intensional Semantics,No info,No info,major problem
9822,10 Intensional semantics arise from the analysis of intensional contexts given in Section 10.3.,334,316,10 Intensional Semantics,No info,No info,intensional semantics analysis intensional context
9823,One has to do with the substitution of intensional equivalents and the other with referring to individuals at different indices.,334,316,10 Intensional Semantics,No info,No info,substitution intensional equivalent individual different index
9824,Intensional equivalence,334,316,10 Intensional Semantics,No info,No info,intensional equivalence
9825,We have observed above that the substitution of extensional equivalents fails in intensional contexts.,334,316,10 Intensional Semantics,No info,No info,observed substitution extensional equivalent intensional context
9826,"However, it was also observed in Section 9.2 that for Frege the intension (Sinn) of an expression is determined by the intensions of its component parts.",334,316,10 Intensional Semantics,No info,No info,frege intension sinn expression intension component part
9827,Since the intensional semantics defined above preserves the version of the,334,316,10 Intensional Semantics,No info,No info,intensional semantics preserve version
9828,"Principle of Compositionality in Chapter 9, the version of Leibniz' Law in (59) does hold in LIL.",334,316,10 Intensional Semantics,No info,No info,principle compositionality version leibniz law lil
9829,This states that two expressions are intersubstitutable in intensional contexts if (and only if) their intensions are identical.,334,316,10 Intensional Semantics,No info,No info,state expression intersubstitutable intensional context intension identical
